ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
192-0-0,19895.0578,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193-0-0,19895.0831,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194-0-0,19897.0851,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195-0-0,19943.0538,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196-0-0,19949.3953,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197-0-0,19953.0089,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198-0-0,19954.1083,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199-0-0,19961.2041,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200-0-0,19963.0929,0.1,0,96.00,3,19963.1919,-0.0991,-5,16,9,0,2,1,0,0,79.09,M6,M5-A1G1,1 x Core,2 x Core,1 x Core
200-0-1,19963.0929,0.1,1,4.00,3,19963.1919,-0.0991,-5,16,9,0,2,1,0,0,2.34,M6,M5-A1G1,unmodified,2 x Core,2 x Core
201-0-0,19965.0793,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202-0-0,19967.1553,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203-1-0,19971.1111,0.0,0,70.93,3,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,58.44,M5,A2G2F,1 x Core,2 x Core,1 x Core
203-1-1,19971.1111,0.0,1,12.13,12,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,8.15,M5-A1G1,A2G2F,unmodified,2 x Core,1 x Core
203-1-2,19971.1111,0.0,2,11.93,2,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,10.84,M5-A1G1,A2G2F,1 x Core,1 x Core,1 x Core
203-1-3,19971.1111,0.0,3,2.96,3,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,1.73,M5,A2G2F,unmodified,2 x Core,2 x Core
203-1-4,19971.1111,0.0,4,0.70,6,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,0.52,M5,A3G3F,unmodified,2 x Core,1 x Core
203-1-5,19971.1111,0.0,5,0.69,1,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,0.69,M5,A3G3F,1 x Core,1 x Core,1 x Core
203-2-0,19971.1111,0.0,6,0.25,3,19971.2286,-0.1175,-6,15,10,0,0,0,0,0,0.21,M6,A2G2,1 x Core,2 x Core,1 x Core
203-1-6,19971.1111,0.0,7,0.21,6,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,0.10,M5-A1G1,A3G3F,unmodified,1 x Core,1 x Core
203-2-1,19971.1111,0.0,8,0.16,3,19971.2286,-0.1175,-6,15,10,0,0,0,0,0,0.13,M6,A1G1,2 x Core,2 x Core,1 x Core
203-1-7,19971.1111,0.0,9,0.01,6,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,0.01,M5-A1G1,A3G3F,unmodified,2 x Core,unmodified
203-1-8,19971.1111,0.0,10,0.01,3,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,0.01,A1G1F,M5-A1G1,1 x Core,2 x Core,1 x Core
203-2-2,19971.1111,0.0,11,0.01,3,19971.2286,-0.1175,-6,15,10,0,0,0,0,0,0.01,M6,A2G2,unmodified,2 x Core,2 x Core
203-1-9,19971.1111,0.0,12,0.00,3,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,0.00,A3G3F+LacN1,M5-A1G1,unmodified,unmodified,1 x Core
203-1-10,19971.1111,0.0,13,0.00,3,19971.2286,-0.1175,-6,14,10,1,1,0,0,0,0.00,A1G1F,M5-A1G1,unmodified,2 x Core,2 x Core
204-0-0,19974.1495,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205-0-0,19983.1105,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206-0-0,19989.0789,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207-0-0,19994.0575,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208-1-0,19996.0598,1.0,0,45.61,12,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,33.64,A2G2,A2G2F,unmodified,2 x Core,1 x Core
208-1-1,19996.0598,1.0,1,44.85,2,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,44.77,A2G2,A2G2F,1 x Core,1 x Core,1 x Core
208-1-2,19996.0598,1.0,2,7.06,6,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,5.54,A1G1,A2G2F,1 x Core,2 x Core,1 x Core
208-1-3,19996.0598,1.0,3,1.13,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.60,A3G3,A2G2F,unmodified,1 x Core,1 x Core
208-1-4,19996.0598,1.0,4,0.74,6,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.39,A2G2,A3G3F,unmodified,1 x Core,1 x Core
208-1-5,19996.0598,1.0,5,0.29,6,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.16,A1G1,A2G2F,unmodified,2 x Core,2 x Core
208-1-6,19996.0598,1.0,6,0.08,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.06,A3G3,A2G2F,unmodified,2 x Core,unmodified
208-1-7,19996.0598,1.0,7,0.07,12,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.05,A1G1,A3G3F,unmodified,2 x Core,1 x Core
208-1-8,19996.0598,1.0,8,0.07,2,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.07,A1G1,A3G3F,1 x Core,1 x Core,1 x Core
208-1-9,19996.0598,1.0,9,0.05,6,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.04,A2G2,A3G3F,unmodified,2 x Core,unmodified
208-1-10,19996.0598,1.0,10,0.02,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.01,A3G3+LacN1,A2G2F,unmodified,unmodified,1 x Core
208-1-11,19996.0598,1.0,11,0.01,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.01,A2G0F,M5-A1G1,1 x Core,2 x Core,1 x Core
208-1-12,19996.0598,1.0,12,0.01,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A3G3,A3G3F,unmodified,unmodified,1 x Core
208-1-13,19996.0598,1.0,13,0.00,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A1G1F,A2G2,1 x Core,2 x Core,1 x Core
208-1-14,19996.0598,1.0,14,0.00,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,1 x Core,1 x Core
208-1-15,19996.0598,1.0,15,0.00,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A1G1F,A1G1,2 x Core,2 x Core,1 x Core
208-1-16,19996.0598,1.0,16,0.00,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A2G0F,M5-A1G1,unmodified,2 x Core,2 x Core
208-1-17,19996.0598,1.0,17,0.00,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,unmodified,1 x Core
208-1-18,19996.0598,1.0,18,0.00,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,2 x Core,unmodified
208-1-19,19996.0598,1.0,19,0.00,3,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A1G1F,A2G2,unmodified,2 x Core,2 x Core
208-1-20,19996.0598,1.0,20,0.00,1,19996.2603,-0.2005,-10,13,11,1,0,0,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,unmodified,unmodified
209-0-0,20003.1528,0.3,0,59.36,3,20003.2185,-0.0656,-3,15,10,0,2,0,0,0,48.91,M6,A2G2,1 x Core,2 x Core,1 x Core
209-0-1,20003.1528,0.3,1,38.17,3,20003.2185,-0.0656,-3,15,10,0,2,0,0,0,30.18,M6,A1G1,2 x Core,2 x Core,1 x Core
209-0-2,20003.1528,0.3,2,2.47,3,20003.2185,-0.0656,-3,15,10,0,2,0,0,0,1.44,M6,A2G2,unmodified,2 x Core,2 x Core
210-0-0,20013.1780,0.3,0,45.58,12,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,33.61,A2G2,A2G2F,unmodified,2 x Core,1 x Core
210-0-1,20013.1780,0.3,1,44.82,2,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,44.74,A2G2,A2G2F,1 x Core,1 x Core,1 x Core
210-0-2,20013.1780,0.3,2,7.06,6,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,5.54,A1G1,A2G2F,1 x Core,2 x Core,1 x Core
210-0-3,20013.1780,0.3,3,1.13,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.60,A3G3,A2G2F,unmodified,1 x Core,1 x Core
210-0-4,20013.1780,0.3,4,0.74,6,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.39,A2G2,A3G3F,unmodified,1 x Core,1 x Core
210-0-5,20013.1780,0.3,5,0.29,6,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.16,A1G1,A2G2F,unmodified,2 x Core,2 x Core
210-0-6,20013.1780,0.3,6,0.08,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.06,A3G3,A2G2F,unmodified,2 x Core,unmodified
210-0-7,20013.1780,0.3,7,0.07,12,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.05,A1G1,A3G3F,unmodified,2 x Core,1 x Core
210-0-8,20013.1780,0.3,8,0.07,2,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.06,A1G1,A3G3F,1 x Core,1 x Core,1 x Core
210-2-0,20013.1780,0.3,9,0.07,3,20013.2552,-0.0772,-4,14,11,0,0,1,0,0,0.06,A2G1,M5-A1G1,1 x Core,2 x Core,1 x Core
210-0-9,20013.1780,0.3,10,0.05,6,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.04,A2G2,A3G3F,unmodified,2 x Core,unmodified
210-0-10,20013.1780,0.3,11,0.02,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.01,A3G3+LacN1,A2G2F,unmodified,unmodified,1 x Core
210-0-11,20013.1780,0.3,12,0.01,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.01,A2G0F,M5-A1G1,1 x Core,2 x Core,1 x Core
210-0-12,20013.1780,0.3,13,0.01,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A3G3,A3G3F,unmodified,unmodified,1 x Core
210-2-1,20013.1780,0.3,14,0.00,3,20013.2552,-0.0772,-4,14,11,0,0,1,0,0,0.00,A2G1,M5-A1G1,unmodified,2 x Core,2 x Core
210-0-13,20013.1780,0.3,15,0.00,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A1G1F,A2G2,1 x Core,2 x Core,1 x Core
210-0-14,20013.1780,0.3,16,0.00,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,1 x Core,1 x Core
210-0-15,20013.1780,0.3,17,0.00,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A1G1F,A1G1,2 x Core,2 x Core,1 x Core
210-0-16,20013.1780,0.3,18,0.00,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A2G0F,M5-A1G1,unmodified,2 x Core,2 x Core
210-0-17,20013.1780,0.3,19,0.00,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,unmodified,1 x Core
210-0-18,20013.1780,0.3,20,0.00,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,2 x Core,unmodified
210-0-19,20013.1780,0.3,21,0.00,3,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A1G1F,A2G2,unmodified,2 x Core,2 x Core
210-0-20,20013.1780,0.3,22,0.00,1,20013.2552,-0.0772,-4,13,11,1,1,1,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,unmodified,unmodified
211-0-0,20016.1541,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212-0-0,20024.1508,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213-0-0,20027.1621,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214-0-0,20036.2124,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215-0-0,20048.2348,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216-0-0,20060.2101,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217-0-0,20068.2305,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218-0-0,20080.1129,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219-0-0,20084.3046,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220-0-0,20091.2483,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221-0-0,20095.1635,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222-0-0,20104.1185,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223-1-0,20117.1555,0.1,0,94.23,3,20117.2865,-0.1310,-7,15,10,1,0,0,0,0,77.64,M6,A2G2F,1 x Core,2 x Core,1 x Core
223-1-1,20117.1555,0.1,1,3.93,3,20117.2865,-0.1310,-7,15,10,1,0,0,0,0,2.29,M6,A2G2F,unmodified,2 x Core,2 x Core
223-1-2,20117.1555,0.1,2,0.93,6,20117.2865,-0.1310,-7,15,10,1,0,0,0,0,0.68,M6,A3G3F,unmodified,2 x Core,1 x Core
223-1-3,20117.1555,0.1,3,0.91,1,20117.2865,-0.1310,-7,15,10,1,0,0,0,0,0.91,M6,A3G3F,1 x Core,1 x Core,1 x Core
224-0-0,20130.1502,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225-0-0,20157.2100,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226-0-0,20168.1862,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227-0-0,20179.2724,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228-0-0,20183.1277,0.0,0,94.23,3,20183.3447,-0.2170,-11,12,12,2,0,0,0,0,77.64,A2G0F,A2G2F,1 x Core,2 x Core,1 x Core
228-0-1,20183.1277,0.0,1,3.93,3,20183.3447,-0.2170,-11,12,12,2,0,0,0,0,2.29,A2G0F,A2G2F,unmodified,2 x Core,2 x Core
228-0-2,20183.1277,0.0,2,0.93,6,20183.3447,-0.2170,-11,12,12,2,0,0,0,0,0.68,A2G0F,A3G3F,unmodified,2 x Core,1 x Core
228-0-3,20183.1277,0.0,3,0.91,1,20183.3447,-0.2170,-11,12,12,2,0,0,0,0,0.91,A2G0F,A3G3F,1 x Core,1 x Core,1 x Core
229-1-0,20199.1800,0.4,0,85.70,3,20199.3396,-0.1597,-8,13,12,1,0,0,0,0,70.61,A2G1,A2G2F,1 x Core,2 x Core,1 x Core
229-0-0,20199.1800,0.4,1,8.40,3,20199.3396,-0.1597,-8,12,12,2,1,0,0,0,6.92,A2G0F,A2G2F,1 x Core,2 x Core,1 x Core
229-1-1,20199.1800,0.4,2,3.57,3,20199.3396,-0.1597,-8,13,12,1,0,0,0,0,2.08,A2G1,A2G2F,unmodified,2 x Core,2 x Core
229-1-2,20199.1800,0.4,3,0.84,6,20199.3396,-0.1597,-8,13,12,1,0,0,0,0,0.62,A2G1,A3G3F,unmodified,2 x Core,1 x Core
229-1-3,20199.1800,0.4,4,0.83,1,20199.3396,-0.1597,-8,13,12,1,0,0,0,0,0.83,A2G1,A3G3F,1 x Core,1 x Core,1 x Core
229-0-1,20199.1800,0.4,5,0.35,3,20199.3396,-0.1597,-8,12,12,2,1,0,0,0,0.20,A2G0F,A2G2F,unmodified,2 x Core,2 x Core
229-1-4,20199.1800,0.4,6,0.14,1,20199.3396,-0.1597,-8,13,12,1,0,0,0,0,0.14,A3G3F+LacN1,unmodified,2 x Core,2 x Core,2 x Core
229-0-2,20199.1800,0.4,7,0.08,6,20199.3396,-0.1597,-8,12,12,2,1,0,0,0,0.06,A2G0F,A3G3F,unmodified,2 x Core,1 x Core
229-0-3,20199.1800,0.4,8,0.08,1,20199.3396,-0.1597,-8,12,12,2,1,0,0,0,0.08,A2G0F,A3G3F,1 x Core,1 x Core,1 x Core
230-1-0,20199.1929,0.1,0,85.70,3,20199.3396,-0.1468,-7,13,12,1,0,0,0,0,70.61,A2G1,A2G2F,1 x Core,2 x Core,1 x Core
230-0-0,20199.1929,0.1,1,8.40,3,20199.3396,-0.1468,-7,12,12,2,1,0,0,0,6.92,A2G0F,A2G2F,1 x Core,2 x Core,1 x Core
230-1-1,20199.1929,0.1,2,3.57,3,20199.3396,-0.1468,-7,13,12,1,0,0,0,0,2.08,A2G1,A2G2F,unmodified,2 x Core,2 x Core
230-1-2,20199.1929,0.1,3,0.84,6,20199.3396,-0.1468,-7,13,12,1,0,0,0,0,0.62,A2G1,A3G3F,unmodified,2 x Core,1 x Core
230-1-3,20199.1929,0.1,4,0.83,1,20199.3396,-0.1468,-7,13,12,1,0,0,0,0,0.83,A2G1,A3G3F,1 x Core,1 x Core,1 x Core
230-0-1,20199.1929,0.1,5,0.35,3,20199.3396,-0.1468,-7,12,12,2,1,0,0,0,0.20,A2G0F,A2G2F,unmodified,2 x Core,2 x Core
230-1-4,20199.1929,0.1,6,0.14,1,20199.3396,-0.1468,-7,13,12,1,0,0,0,0,0.14,A3G3F+LacN1,unmodified,2 x Core,2 x Core,2 x Core
230-0-2,20199.1929,0.1,7,0.08,6,20199.3396,-0.1468,-7,12,12,2,1,0,0,0,0.06,A2G0F,A3G3F,unmodified,2 x Core,1 x Core
230-0-3,20199.1929,0.1,8,0.08,1,20199.3396,-0.1468,-7,12,12,2,1,0,0,0,0.08,A2G0F,A3G3F,1 x Core,1 x Core,1 x Core
231-1-0,20199.3964,0.1,0,85.70,3,20199.3396,0.0567,3,13,12,1,0,0,0,0,70.61,A2G1,A2G2F,1 x Core,2 x Core,1 x Core
231-0-0,20199.3964,0.1,1,8.40,3,20199.3396,0.0567,3,12,12,2,1,0,0,0,6.92,A2G0F,A2G2F,1 x Core,2 x Core,1 x Core
231-1-1,20199.3964,0.1,2,3.57,3,20199.3396,0.0567,3,13,12,1,0,0,0,0,2.08,A2G1,A2G2F,unmodified,2 x Core,2 x Core
231-1-2,20199.3964,0.1,3,0.84,6,20199.3396,0.0567,3,13,12,1,0,0,0,0,0.62,A2G1,A3G3F,unmodified,2 x Core,1 x Core
231-1-3,20199.3964,0.1,4,0.83,1,20199.3396,0.0567,3,13,12,1,0,0,0,0,0.83,A2G1,A3G3F,1 x Core,1 x Core,1 x Core
231-0-1,20199.3964,0.1,5,0.35,3,20199.3396,0.0567,3,12,12,2,1,0,0,0,0.20,A2G0F,A2G2F,unmodified,2 x Core,2 x Core
231-1-4,20199.3964,0.1,6,0.14,1,20199.3396,0.0567,3,13,12,1,0,0,0,0,0.14,A3G3F+LacN1,unmodified,2 x Core,2 x Core,2 x Core
231-0-2,20199.3964,0.1,7,0.08,6,20199.3396,0.0567,3,12,12,2,1,0,0,0,0.06,A2G0F,A3G3F,unmodified,2 x Core,1 x Core
231-0-3,20199.3964,0.1,8,0.08,1,20199.3396,0.0567,3,12,12,2,1,0,0,0,0.08,A2G0F,A3G3F,1 x Core,1 x Core,1 x Core
232-0-0,20210.1885,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233-0-0,20214.2021,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234-0-0,20219.2193,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235-0-0,20224.2738,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236-0-0,20233.2728,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237-0-0,20235.2148,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238-0-0,20241.3003,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239-0-0,20242.3102,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240-0-0,20247.1902,0.1,0,55.23,3,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,45.51,A2G2,A2G2,1 x Core,2 x Core,1 x Core
240-0-1,20247.1902,0.1,1,36.76,6,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,28.08,A2G2,A1G1,2 x Core,2 x Core,1 x Core
240-0-2,20247.1902,0.1,2,3.48,3,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,2.87,A3G3,A1G1,1 x Core,2 x Core,1 x Core
240-0-3,20247.1902,0.1,3,2.30,3,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,1.34,A2G2,A2G2,unmodified,2 x Core,2 x Core
240-0-4,20247.1902,0.1,4,0.82,6,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.61,A3G3,A2G2,unmodified,2 x Core,1 x Core
240-0-5,20247.1902,0.1,5,0.81,1,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.81,A3G3,A2G2,1 x Core,1 x Core,1 x Core
240-0-6,20247.1902,0.1,6,0.15,3,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.08,A3G3,A1G1,unmodified,2 x Core,2 x Core
240-0-7,20247.1902,0.1,7,0.14,1,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.14,A1G1,A1G1,2 x Core,2 x Core,2 x Core
240-0-8,20247.1902,0.1,8,0.13,6,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.10,A3G3+LacN1,A1G1,unmodified,2 x Core,1 x Core
240-0-9,20247.1902,0.1,9,0.13,1,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.13,A3G3+LacN1,A1G1,1 x Core,1 x Core,1 x Core
240-0-10,20247.1902,0.1,10,0.05,3,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.03,A3G3+LacN1,A2G2,unmodified,1 x Core,1 x Core
240-0-11,20247.1902,0.1,11,0.00,3,20247.3244,-0.1342,-7,14,12,0,2,0,0,0,0.00,A3G3+LacN1,A2G2,unmodified,2 x Core,unmodified
241-0-0,20255.1161,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242-0-0,20262.2877,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243-1-0,20279.2540,0.1,0,94.23,3,20279.3394,-0.0854,-4,16,10,1,0,0,0,0,77.64,M7,A2G2F,1 x Core,2 x Core,1 x Core
243-1-1,20279.2540,0.1,1,3.93,3,20279.3394,-0.0854,-4,16,10,1,0,0,0,0,2.29,M7,A2G2F,unmodified,2 x Core,2 x Core
243-1-2,20279.2540,0.1,2,0.93,6,20279.3394,-0.0854,-4,16,10,1,0,0,0,0,0.68,M7,A3G3F,unmodified,2 x Core,1 x Core
243-1-3,20279.2540,0.1,3,0.91,1,20279.3394,-0.0854,-4,16,10,1,0,0,0,0,0.91,M7,A3G3F,1 x Core,1 x Core,1 x Core
244-0-0,20289.1527,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245-0-0,20289.2483,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246-0-0,20301.1946,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247-0-0,20302.3102,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248-0-0,20308.2368,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249-0-0,20311.2170,0.1,0,91.00,3,20311.3292,-0.1122,-6,16,10,1,2,0,0,0,74.97,M7,A2G2F,1 x Core,2 x Core,1 x Core
249-0-1,20311.2170,0.1,1,3.79,3,20311.3292,-0.1122,-6,16,10,1,2,0,0,0,2.21,M7,A2G2F,unmodified,2 x Core,2 x Core
249-1-0,20311.2170,0.1,2,3.43,3,20311.3292,-0.1122,-6,17,10,0,1,0,0,0,2.71,M6,M5-A1G1,2 x Core,2 x Core,1 x Core
249-0-2,20311.2170,0.1,3,0.90,6,20311.3292,-0.1122,-6,16,10,1,2,0,0,0,0.66,M7,A3G3F,unmodified,2 x Core,1 x Core
249-0-3,20311.2170,0.1,4,0.88,1,20311.3292,-0.1122,-6,16,10,1,2,0,0,0,0.88,M7,A3G3F,1 x Core,1 x Core,1 x Core
250-1-0,20320.2477,1.2,0,49.68,6,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,37.20,M5-A1G1,A2G2F,1 x Core,2 x Core,1 x Core
250-1-1,20320.2477,1.2,1,44.23,3,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,34.97,M5,A2G2F,2 x Core,2 x Core,1 x Core
250-1-2,20320.2477,1.2,2,2.86,3,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,2.35,M5,A3G3F,1 x Core,2 x Core,1 x Core
250-1-3,20320.2477,1.2,3,2.07,6,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,1.10,M5-A1G1,A2G2F,unmodified,2 x Core,2 x Core
